StageInfo:2017/07/19 15:28:19 /Users/xie/gopath/src/logger/logger.go:71: what's up
StageInfo:2017/07/19 16:16:30 /Users/xie/gopath/src/logger/logger.go:71: what's up
StageInfo:2017/07/20 09:01:23 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:19 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:21 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:23 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:25 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:27 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:29 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:31 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:33 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:35 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:37 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:39 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:42 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:44 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:46 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:48 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:50 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:52 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:54 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:56 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:04:58 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:00 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:02 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:04 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:06 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:08 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:10 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:12 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:14 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:16 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:18 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:20 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:22 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:24 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:26 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:05:28 /Users/xie/gopath/src/logger/logger.go:72: what's up
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 1
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 0
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 10
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 2
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 3
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 4
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 5
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 6
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 7
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 8
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 18
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 11
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 12
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 19
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 14
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 9
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 16
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 15
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 17
StageInfo:2017/07/20 09:07:49 /Users/xie/gopath/src/logger/logger.go:72: what's up 13
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 4
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 7
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 13
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 8
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 18
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 3
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 11
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 12
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 19
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 1
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 0
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 14
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 10
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 9
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 16
StageInfo:2017/07/20 09:07:50 /Users/xie/gopath/src/logger/logger.go:72: what's up 2
